rel.group,area,year,season,program,length,lendist
119,1,2008,1,JPTP,82,2
119,1,2008,1,JPTP,84,1
119,1,2008,1,JPTP,86,0.539322007766771
119,1,2008,1,JPTP,88,0.539322007766771
119,1,2008,1,JPTP,90,0
119,1,2008,1,JPTP,92,0
119,1,2008,1,JPTP,94,0
119,1,2008,1,JPTP,96,0
119,1,2008,1,JPTP,98,0
119,1,2008,1,JPTP,100,0
119,1,2008,1,JPTP,102,0
119,1,2008,1,JPTP,104,0
119,1,2008,1,JPTP,106,0
119,1,2008,1,JPTP,108,0
119,1,2008,1,JPTP,110,0
119,1,2008,1,JPTP,112,0
119,1,2008,1,JPTP,114,0
119,1,2008,1,JPTP,116,0
119,1,2008,1,JPTP,118,0
119,1,2008,1,JPTP,120,0
119,1,2008,1,JPTP,122,0
119,1,2008,1,JPTP,124,0
119,1,2008,1,JPTP,126,0
119,1,2008,1,JPTP,128,0
119,1,2008,1,JPTP,130,0
119,1,2008,1,JPTP,132,0
119,1,2008,1,JPTP,134,0
119,1,2008,1,JPTP,136,0
119,1,2008,1,JPTP,138,0
119,1,2008,1,JPTP,140,0
119,1,2008,1,JPTP,142,0
119,1,2008,1,JPTP,144,0
119,1,2008,1,JPTP,146,0
119,1,2008,1,JPTP,148,0
119,1,2008,1,JPTP,150,0
119,1,2008,1,JPTP,152,0
119,1,2008,1,JPTP,154,0
119,1,2008,1,JPTP,156,0
119,1,2008,1,JPTP,158,0
119,1,2008,1,JPTP,160,0
119,1,2008,1,JPTP,162,0
119,1,2008,1,JPTP,164,0
119,1,2008,1,JPTP,166,0
119,1,2008,1,JPTP,168,0
119,1,2008,1,JPTP,170,0
119,1,2008,1,JPTP,172,0
119,1,2008,1,JPTP,174,0
119,1,2008,1,JPTP,176,0
119,1,2008,1,JPTP,178,0
119,1,2008,1,JPTP,180,0
119,1,2008,1,JPTP,182,0
119,1,2008,1,JPTP,184,0
119,1,2008,1,JPTP,186,0
119,1,2008,1,JPTP,188,0
119,1,2008,1,JPTP,190,0
119,1,2008,1,JPTP,192,0
119,1,2008,1,JPTP,194,0
119,1,2008,1,JPTP,196,0
119,1,2008,1,JPTP,198,0
120,1,2008,2,JPTP,10,0
120,1,2008,2,JPTP,12,0
120,1,2008,2,JPTP,14,0
120,1,2008,2,JPTP,16,0
120,1,2008,2,JPTP,18,0
120,1,2008,2,JPTP,20,0
120,1,2008,2,JPTP,22,0
120,1,2008,2,JPTP,24,0
