year,area,age,f
1959,4,1,6.3129367e-12
1959,4,2,6.3129367e-12
1959,4,3,6.5767684e-05
1959,4,4,6.7784905e-05
1959,4,5,9.9049629e-05
1959,4,6,0.00026588185
1959,4,7,0.0009755921
1959,4,8,0.0028343952
1959,4,9,0.0054589491
1959,4,10,0.0073264895
1959,4,11,0.0078804
1959,4,12,0.0077081053
1959,4,13,0.0073021719
1959,4,14,0.0068863498
1959,4,15,0.0065330797
1959,4,16,0.0062539248
1959,4,17,0.0060406208
1959,4,18,0.0058804969
1959,4,19,0.0057615805
1959,4,20,0.0056739286
1959,4,21,0.0056097112
1959,4,22,0.0055629134
1959,4,23,0.0055289818
1959,4,24,0.0055045025
1959,4,25,0.0054869317
1959,4,26,0.0054743889
1959,4,27,0.0054654858
1959,4,28,0.0054592077
1959,4,29,0.0054548108
1959,4,30,0.0054517591
1959,4,31,0.0054496626
1959,4,32,0.0054482403
1959,4,33,0.0054472918
1959,4,34,0.0054466729
1959,4,35,0.005446281
1959,4,36,0.0054460454
1959,4,37,0.0054459154
1959,4,38,0.0054459154
1959,4,39,0.0054459154
1959,4,40,0.0054459154
1960,4,1,8.188284e-12
1960,4,2,8.188284e-12
1960,4,3,7.7622632e-05
1960,4,4,8.0029033e-05
1960,4,5,0.000117711981
1960,4,6,0.00032858195
1960,4,7,0.0012683277
1960,4,8,0.0037804809
1960,4,9,0.00732563
1960,4,10,0.009785625
1960,4,11,0.010420885
1960,4,12,0.01007819
1960,4,13,0.009447507
1960,4,14,0.008831422
1960,4,15,0.008320441
1960,4,16,0.0079229756
1960,4,17,0.0076226856
1960,4,18,0.0073991536
1960,4,19,0.0072341962
1960,4,20,0.0071131942
1960,4,21,0.0070248687
1960,4,22,0.0069606825
1960,4,23,0.0069142469
1960,4,24,0.0068808033
1960,4,25,0.0068568302
1960,4,26,0.0068397327
1960,4,27,0.0068276076
1960,4,28,0.0068190626
1960,4,29,0.0068130825
1960,4,30,0.006808933
1960,4,31,0.0068060831
1960,4,32,0.0068041507
1960,4,33,0.0068028609
1960,4,34,0.0068020205
1960,4,35,0.0068014898
1960,4,36,0.0068011696
1960,4,37,0.0068009917
1960,4,38,0.0068009917
1960,4,39,0.0068009917
1960,4,40,0.0068009917
1961,4,1,9.74612e-12
1961,4,2,9.74612e-12
1961,4,3,7.2771403e-05
1961,4,4,7.509919e-05
1961,4,5,0.00011262345
1961,4,6,0.00034950943
1961,4,7,0.0015170927
1961,4,8,0.0047655476
1961,4,9,0.009345093
1961,4,10,0.012369316
1961,4,11,0.012912963
1961,4,12,0.012200614
1961,4,13,0.011183933
1961,4,14,0.010254666
1961,4,15,0.009511713
1961,4,16,0.008948263
1961,4,17,0.008530521
1961,4,18,0.008224004
1961,4,19,0.0080003
1961,4,20,0.007837605
1961,4,21,0.007719625
1961,4,22,0.007634329
1961,4,23,0.007572864
1961,4,24,0.007528734
1961,4,25,0.007497178
1961,4,26,0.007474716
1961,4,27,0.007458811
1961,4,28,0.007447614
1961,4,29,0.007439785
1961,4,30,0.007434358
1961,4,31,0.007430632
1961,4,32,0.007428109
1961,4,33,0.007426424
1961,4,34,0.007425326
1961,4,35,0.007424634
1961,4,36,0.007424215
1961,4,37,0.007423985
1961,4,38,0.007423985
1961,4,39,0.007423985
1961,4,40,0.007423985
1962,4,1,8.65667e-12
1962,4,2,8.65667e-12
1962,4,3,6.212186e-05
1962,4,4,6.412067e-05
1962,4,5,9.651101e-05
1962,4,6,0.00030510939
1962,4,7,0.0013484644
1962,4,8,0.0042669165
1962,4,9,0.008380685
1962,4,10,0.011079184
1962,4,11,0.011534825
1962,4,12,0.010863077
1962,4,13,0.009925944
1962,4,14,0.00907543
1962,4,15,0.008398254
1962,4,16,0.007886203
1962,4,17,0.007507426
1962,4,18,0.007229986
1962,4,19,0.007027782
1962,4,20,0.006880878
1962,4,21,0.006774439
1962,4,22,0.006697537
1962,4,23,0.00664215
1962,4,24,0.006602398
1962,4,25,0.006573982
1962,4,26,0.00655376
1962,4,27,0.006539443
1962,4,28,0.006529366
1962,4,29,0.006522323
1962,4,30,0.006517439
1962,4,31,0.006514087
1962,4,32,0.006511815
1962,4,33,0.006510302
1962,4,34,0.006509314
1962,4,35,0.006508691
1962,4,36,0.006508316
1962,4,37,0.006508108
1962,4,38,0.006508108
1962,4,39,0.006508108
1962,4,40,0.006508108
1963,4,1,1.110038e-11
1963,4,2,1.110038e-11
1963,4,3,9.557115e-05
1963,4,4,9.856932e-05
1963,4,5,0.00014604677
1963,4,6,0.00042496917
1963,4,7,0.0017230718
1963,4,8,0.005255828
1963,4,9,0.01023895
1963,4,10,0.013621178
1963,4,11,0.014377776
1963,4,12,0.01376334
1963,4,13,0.012777418
1963,4,14,0.011845761
1963,4,15,0.011086723
1963,4,16,0.01050342
1963,4,17,0.01006664
1963,4,18,0.009743697
1963,4,19,0.009506605
1963,4,20,0.009333378
1963,4,21,0.009207314
1963,4,22,0.009115923
1963,4,23,0.009049922
1963,4,24,0.009002456
1963,4,25,0.008968469
1963,4,26,0.008944253
1963,4,27,0.008927089
1963,4,28,0.008915001
1963,4,29,0.008906544
1963,4,30,0.008900677
1963,4,31,0.008896651
1963,4,32,0.00889392
1963,4,33,0.008892099
1963,4,34,0.008890912
1963,4,35,0.008890162
1963,4,36,0.00888971
1963,4,37,0.008889459
1963,4,38,0.008889459
1963,4,39,0.008889459
1963,4,40,0.008889459
1964,4,1,9.341511e-12
1964,4,2,9.341511e-12
1964,4,3,6.909147e-05
1964,4,4,7.13046e-05
1964,4,5,0.00010702496
1964,4,6,0.00033360306
1964,4,7,0.0014543615
1964,4,8,0.0045766343
1964,4,9,0.008978147
1964,4,10,0.01188005
1964,4,11,0.012393991
1964,4,12,0.011700993
1964,4,13,0.010717586
1964,4,14,0.009820316
1964,4,15,0.009103682
1964,4,16,0.008560588
1964,4,17,0.008158163
1964,4,18,0.007863012
1964,4,19,0.007647677
1964,4,20,0.007491107
1964,4,21,0.007377594
1964,4,22,0.007295541
1964,4,23,0.007236421
1964,4,24,0.007193977
1964,4,25,0.007163628
1964,4,26,0.007142029
1964,4,27,0.007126734
1964,4,28,0.007115968
1964,4,29,0.007108441
1964,4,30,0.007103221
1964,4,31,0.00709964
1964,4,32,0.007097212
1964,4,33,0.007095595
1964,4,34,0.007094539
1964,4,35,0.007093873
1964,4,36,0.007093472
1964,4,37,0.007093249
1964,4,38,0.007093249
1964,4,39,0.007093249
1964,4,40,0.007093249
1965,4,1,8.1427345e-12
1965,4,2,8.1427345e-12
1965,4,3,8.4582014e-05
1965,4,4,8.7177129e-05
1965,4,5,0.00012741114
1965,4,6,0.00034242105
1965,4,7,0.0012584608
1965,4,8,0.0036593066
1965,4,9,0.0070491404
1965,4,10,0.009459203
1965,4,11,0.010170974
1965,4,12,0.009944886
1965,4,13,0.009417927
1965,4,14,0.0088790974
1965,4,15,0.0084217262
1965,4,16,0.0080605151
1965,4,17,0.0077846209
1965,4,18,0.007577574
1965,4,19,0.0074238438
1965,4,20,0.0073105497
1965,4,21,0.0072275563
1965,4,22,0.0071670804
1965,4,23,0.007123235
1965,4,24,0.0070916064
1965,4,25,0.0070689062
1965,4,26,0.0070526998
1965,4,27,0.0070411971
1965,4,28,0.0070330853
1965,4,29,0.0070274065
1965,4,30,0.0070234642
1965,4,31,0.0070207549
1965,4,32,0.0070189179
1965,4,33,0.0070176919
1965,4,34,0.0070168925
1965,4,35,0.0070163877
1965,4,36,0.007016083
1965,4,37,0.0070159141
1965,4,38,0.0070159141
1965,4,39,0.0070159141
1965,4,40,0.0070159141
1966,4,1,1.2999072e-11
1966,4,2,1.2999072e-11
1966,4,3,7.828101e-05
1966,4,4,8.087228e-05
1966,4,5,0.00012390671
1966,4,6,0.00042635909
1966,4,7,0.0020305949
1966,4,8,0.0066105848
1966,4,9,0.013063155
1966,4,10,0.017188862
1966,4,11,0.017710584
1966,4,12,0.016469053
1966,4,13,0.014858413
1966,4,14,0.013431402
1966,4,15,0.01231149
1966,4,16,0.011473478
1966,4,17,0.010858568
1966,4,18,0.010411021
1966,4,19,0.010086461
1966,4,20,0.009851584
1966,4,21,0.00968193
1966,4,22,0.009559647
1966,4,23,0.009471737
1966,4,24,0.00940874
1966,4,25,0.009363758
1966,4,26,0.009331778
1966,4,27,0.009309152
1966,4,28,0.009293237
1966,4,29,0.009282117
1966,4,30,0.00927441
1966,4,31,0.009269122
1966,4,32,0.009265539
1966,4,33,0.009263152
1966,4,34,0.009261596
1966,4,35,0.009260611
1966,4,36,0.00926002
1966,4,37,0.009259693
1966,4,38,0.009259693
1966,4,39,0.009259693
1966,4,40,0.009259693
1967,4,1,7.854082e-12
1967,4,2,7.854082e-12
1967,4,3,6.3059e-05
1967,4,4,6.5055602e-05
1967,4,5,9.694418e-05
1967,4,6,0.0002910164
1967,4,7,0.0012208964
1967,4,8,0.003780582
1967,4,9,0.007390096
1967,4,10,0.009805568
1967,4,11,0.010291487
1967,4,12,0.009785942
1967,4,13,0.00902649
1967,4,14,0.008321722
1967,4,15,0.007753326
1967,4,16,0.007319597
1967,4,17,0.006996525
1967,4,18,0.006758617
1967,4,19,0.0065845
1967,4,20,0.006457589
1967,4,21,0.006365405
1967,4,22,0.006298671
1967,4,23,0.0062505329
1967,4,24,0.0062159419
1967,4,25,0.0061911923
1967,4,26,0.0061735665
1967,4,27,0.0061610812
1967,4,28,0.0061522871
1967,4,29,0.0061461397
1967,4,30,0.0061418751
1967,4,31,0.0061389474
1967,4,32,0.006136965
1967,4,33,0.0061356412
1967,4,34,0.0061347782
1967,4,35,0.0061342336
1967,4,36,0.0061339045
1967,4,37,0.0061337236
1967,4,38,0.0061337236
1967,4,39,0.0061337236
1967,4,40,0.0061337236
1968,4,1,1.1028085e-11
1968,4,2,1.833034984379e-05
1968,4,3,0.00011735274
1968,4,4,0.00017109495
1968,4,5,0.00024699005
1968,4,6,0.0004940088
1968,4,7,0.0017723457
1968,4,8,0.0053819065
1968,4,9,0.010487135
1968,4,10,0.013866692
1968,4,11,0.01448314
1968,4,12,0.013697511
1968,4,13,0.012569661
1968,4,14,0.011536853
1968,4,15,0.010710193
1968,4,16,0.010082745
1968,4,17,0.009617266
1968,4,18,0.009275556
1968,4,19,0.009026073
1968,4,20,0.008844575
1968,4,21,0.008712932
1968,4,22,0.008617741
1968,4,23,0.008549136
1968,4,24,0.008499873
1968,4,25,0.008464646
1968,4,26,0.008439568
1968,4,27,0.008421811
1968,4,28,0.008409307
1968,4,29,0.008400567
1968,4,30,0.008394507
1968,4,31,0.008390346
1968,4,32,0.008387527
1968,4,33,0.008385648
1968,4,34,0.008384421
1968,4,35,0.008383648
1968,4,36,0.008383182
1968,4,37,0.008382923
1968,4,38,0.008382923
1968,4,39,0.008382923
1968,4,40,0.008382923
1969,4,1,1.355721e-11
1969,4,2,1.355721e-11
1969,4,3,9.037154e-05
1969,4,4,9.331273e-05
1969,4,5,0.00014145545
1969,4,6,0.00046316902
1969,4,7,0.0021144612
1969,4,8,0.006776144
1969,4,9,0.013345621
1969,4,10,0.017605664
1969,4,11,0.018244326
1969,4,12,0.017084954
1969,4,13,0.015523516
1969,4,14,0.014122431
1969,4,15,0.013014392
1969,4,16,0.012180607
1969,4,17,0.011566134
1969,4,18,0.011117371
1969,4,19,0.010791051
1969,4,20,0.010554399
1969,4,21,0.010383176
1969,4,22,0.010259602
1969,4,23,0.010170677
1969,4,24,0.010106896
1969,4,25,0.010061329
1969,4,26,0.010028914
1969,4,27,0.010005974
1969,4,28,0.00998983
1969,4,29,0.009978549
1969,4,30,0.009970729
1969,4,31,0.009965362
1969,4,32,0.009961725
1969,4,33,0.009959301
1969,4,34,0.009957722
1969,4,35,0.009956722
1969,4,36,0.009956122
1969,4,37,0.00995579
1969,4,38,0.00995579
1969,4,39,0.00995579
1969,4,40,0.00995579
1970,4,1,1.0458879e-11
1970,4,2,4.255968548357e-06
1970,4,3,0.00011102649
1970,4,4,0.00011974859
1970,4,5,0.00016893715
1970,4,6,0.00043681719
1970,4,7,0.0016206459
1970,4,8,0.0047608059
1970,4,9,0.009194851
1970,4,10,0.012309694
1970,4,11,0.013172518
1970,4,12,0.012810252
1970,4,13,0.012071069
1970,4,14,0.011333254
1970,4,15,0.010714463
1970,4,16,0.010229574
1970,4,17,0.009861273
1970,4,18,0.009586018
1970,4,19,0.009382278
1970,4,20,0.009232482
1970,4,21,0.009122946
1970,4,22,0.009043239
1970,4,23,0.008985512
1970,4,24,0.008943902
1970,4,25,0.008914059
1970,4,26,0.008892764
1970,4,27,0.008877656
1970,4,28,0.008867004
1970,4,29,0.008859548
1970,4,30,0.008854374
1970,4,31,0.008850819
1970,4,32,0.008848408
1970,4,33,0.0088468
1970,4,34,0.008845752
1970,4,35,0.008845088
1970,4,36,0.008844689
1970,4,37,0.008844469
1970,4,38,0.008844469
1970,4,39,0.008844469
1970,4,40,0.008844469
1971,4,1,1.0306295e-11
1971,4,2,4.4158045353719e-05
1971,4,3,0.00013874453
1971,4,4,0.00019813086
1971,4,5,0.00022581335
1971,4,6,0.00041694635
1971,4,7,0.0016340334
1971,4,8,0.005166751
1971,4,9,0.01016005
1971,4,10,0.01337623
1971,4,11,0.013818857
1971,4,12,0.01289466
1971,4,13,0.011674978
1971,4,14,0.010587899
1971,4,15,0.009731639
1971,4,16,0.009089185
1971,4,17,0.00861678
1971,4,18,0.008272379
1971,4,19,0.008022294
1971,4,20,0.007841127
1971,4,21,0.00771016
1971,4,22,0.007615703
1971,4,23,0.007547766
1971,4,24,0.00749906
1971,4,25,0.007464274
1971,4,26,0.007439534
1971,4,27,0.007422029
1971,4,28,0.007409714
1971,4,29,0.007401107
1971,4,30,0.007395143
1971,4,31,0.00739105
1971,4,32,0.007388276
1971,4,33,0.007386428
1971,4,34,0.007385223
1971,4,35,0.007384462
1971,4,36,0.007384004
1971,4,37,0.00738375
1971,4,38,0.00738375
1971,4,39,0.00738375
1971,4,40,0.00738375
1972,4,1,1.4596185e-11
1972,4,2,0.00135661917
1972,4,3,0.00307686823
1972,4,4,0.0039996934
1972,4,5,0.00106049301
1972,4,6,0.0006241681
1972,4,7,0.0019717928
1972,4,8,0.0058017991
1972,4,9,0.011226202
1972,4,10,0.014974455
1972,4,11,0.015914502
1972,4,12,0.015357756
1972,4,13,0.014367856
1972,4,14,0.013408342
1972,4,15,0.012615748
1972,4,16,0.012000899
1972,4,17,0.011537292
1972,4,18,0.011192701
1972,4,19,0.010938693
1972,4,20,0.01075253
1972,4,21,0.01061673
1972,4,22,0.010518096
1972,4,23,0.010446764
1972,4,24,0.010395406
1972,4,25,0.010358602
1972,4,26,0.010332359
1972,4,27,0.01031375
1972,4,28,0.010300636
1972,4,29,0.01029146
1972,4,30,0.010285093
1972,4,31,0.01028072
1972,4,32,0.010277756
1972,4,33,0.010275778
1972,4,34,0.010274488
1972,4,35,0.010273673
1972,4,36,0.010273184
1972,4,37,0.010272912
1972,4,38,0.010272912
1972,4,39,0.010272912
1972,4,40,0.010272912
1973,4,1,1.2089532e-11
1973,4,2,0.00115464021
1973,4,3,0.0025321326
1973,4,4,0.0033536125
1973,4,5,0.00095387305
1973,4,6,0.00050217562
1973,4,7,0.0016947411
1973,4,8,0.00550632
1973,4,9,0.01090969
1973,4,10,0.014235899
1973,4,11,0.014433029
1973,4,12,0.013157104
1973,4,13,0.011629952
1973,4,14,0.010316208
1973,4,15,0.009303968
1973,4,16,0.008556832
1973,4,17,0.008014493
1973,4,18,0.007623152
1973,4,19,0.007341296
1973,4,20,0.007138432
1973,4,21,0.006992529
1973,4,22,0.006887721
1973,4,23,0.006812578
1973,4,24,0.00675884
1973,4,25,0.006720535
1973,4,26,0.006693335
1973,4,27,0.006674114
1973,4,28,0.006660603
1973,4,29,0.00665117
1973,4,30,0.006644636
1973,4,31,0.006640155
1973,4,32,0.006637119
1973,4,33,0.006635098
1973,4,34,0.00663378
1973,4,35,0.006632949
1973,4,36,0.006632447
1973,4,37,0.006632171
1973,4,38,0.006632171
1973,4,39,0.006632171
1973,4,40,0.006632171
1974,4,1,9.976606e-12
1974,4,2,0.00143142767
1974,4,3,0.0030594236
1974,4,4,0.00417332
1974,4,5,0.00150317343
1974,4,6,0.00076134179
1974,4,7,0.0014307435
1974,4,8,0.0039240833
1974,4,9,0.007535571
1974,4,10,0.009876007
1974,4,11,0.010203012
1974,4,12,0.009534255
1974,4,13,0.008648292
1974,4,14,0.00785723
1974,4,15,0.007233303
1974,4,16,0.006764666
1974,4,17,0.006419769
1974,4,18,0.006168151
1974,4,19,0.005985336
1974,4,20,0.0058528446
1974,4,21,0.005757034
1974,4,22,0.0056879135
1974,4,23,0.0056381899
1974,4,24,0.0056025364
1974,4,25,0.0055770692
1974,4,26,0.0055589557
1974,4,27,0.005546138
1974,4,28,0.0055371197
1974,4,29,0.0055308183
1974,4,30,0.0055264503
1974,4,31,0.0055234533
1974,4,32,0.0055214233
1974,4,33,0.0055200687
1974,4,34,0.0055191869
1974,4,35,0.0055186289
1974,4,36,0.0055182944
1974,4,37,0.0055181084
1974,4,38,0.0055181084
1974,4,39,0.0055181084
1974,4,40,0.0055181084
1975,4,1,1.1983823e-11
1975,4,2,0.00160869672
1975,4,3,0.0033133902
1975,4,4,0.004746213
1975,4,5,0.002315591
1975,4,6,0.00135294
1975,4,7,0.0019628393
1975,4,8,0.0047698663
1975,4,9,0.008932069
1975,4,10,0.011669961
1975,4,11,0.012098353
1975,4,12,0.011369706
1975,4,13,0.010376026
1975,4,14,0.00947975
1975,4,15,0.008768358
1975,4,16,0.008231514
1975,4,17,0.007834973
1975,4,18,0.007544842
1975,4,19,0.00733357
1975,4,20,0.007180183
1975,4,21,0.007069108
1975,4,22,0.006988892
1975,4,23,0.006931135
1975,4,24,0.006889696
1975,4,25,0.006860081
1975,4,26,0.00683901
1975,4,27,0.006824094
1975,4,28,0.006813597
1975,4,29,0.006806262
1975,4,30,0.006801175
1975,4,31,0.006797685
1975,4,32,0.00679532
1975,4,33,0.006793743
1975,4,34,0.006792717
1975,4,35,0.006792067
1975,4,36,0.006791677
1975,4,37,0.00679146
1975,4,38,0.00679146
1975,4,39,0.00679146
1975,4,40,0.00679146
1976,4,1,2.2589207e-11
1976,4,2,0.0042332935
1976,4,3,0.0087513971
1976,4,4,0.0123891516
1976,4,5,0.0056007495
1976,4,6,0.0029557544
1976,4,7,0.0035834666
1976,4,8,0.007832976
1976,4,9,0.01430276
1976,4,10,0.018705268
1976,4,11,0.019601604
1976,4,12,0.018680653
1976,4,13,0.017288107
1976,4,14,0.015991171
1976,4,15,0.014942181
1976,4,16,0.014139825
1976,4,17,0.013541035
1976,4,18,0.01309942
1976,4,19,0.012775836
1976,4,20,0.01253977
1976,4,21,0.012368182
1976,4,22,0.012243901
1976,4,23,0.012154218
1976,4,24,0.012089755
1976,4,25,0.012043622
1976,4,26,0.012010763
1976,4,27,0.011987483
1976,4,28,0.011971088
1976,4,29,0.011959626
1976,4,30,0.011951674
1976,4,31,0.011946215
1976,4,32,0.011942516
1976,4,33,0.011940049
1976,4,34,0.011938441
1976,4,35,0.011937426
1976,4,36,0.011936815
1976,4,37,0.011936476
1976,4,38,0.011936476
1976,4,39,0.011936476
1976,4,40,0.011936476
1977,4,1,2.822755e-11
1977,4,2,0.0030247177
1977,4,3,0.00625489
1977,4,4,0.008981801
1977,4,5,0.0044805758
1977,4,6,0.0027916389
1977,4,7,0.0046345693
1977,4,8,0.011992857
1977,4,9,0.022760658
1977,4,10,0.02973257
1977,4,11,0.030669633
1977,4,12,0.028628781
1977,4,13,0.025946956
1977,4,14,0.02355844
1977,4,15,0.021677232
1977,4,16,0.020265626
1977,4,17,0.019227513
1977,4,18,0.018470598
1977,4,19,0.017920913
1977,4,20,0.017522679
1977,4,21,0.017234781
1977,4,22,0.017027134
1977,4,23,0.016877782
1977,4,24,0.016770709
1977,4,25,0.016694234
1977,4,26,0.016639849
1977,4,27,0.016601368
1977,4,28,0.016574293
1977,4,29,0.016555375
1977,4,30,0.016542264
1977,4,31,0.016533266
1977,4,32,0.016527171
1977,4,33,0.016523108
1977,4,34,0.01652046
1977,4,35,0.016518787
1977,4,36,0.016517781
1977,4,37,0.016517223
1977,4,38,0.016517223
1977,4,39,0.016517223
1977,4,40,0.016517223
1978,4,1,2.6517176e-11
1978,4,2,0.00278796919
1978,4,3,0.0052882237
1978,4,4,0.0083550045
1978,4,5,0.0059927763
1978,4,6,0.0039311513
1978,4,7,0.005075725
1978,4,8,0.011899259
1978,4,9,0.022173454
1978,4,10,0.028597533
1978,4,11,0.029013992
1978,4,12,0.026577045
1978,4,13,0.023638786
1978,4,14,0.021101
1978,4,15,0.019139493
1978,4,16,0.017687893
1978,4,17,0.016631873
1978,4,18,0.015868498
1978,4,19,0.015317899
1978,4,20,0.014921157
1978,4,21,0.014635557
1978,4,22,0.014430261
1978,4,23,0.014282991
1978,4,24,0.014177631
1978,4,25,0.014102505
1978,4,26,0.014049151
1978,4,27,0.014011437
1978,4,28,0.013984927
1978,4,29,0.013966414
1978,4,30,0.013953591
1978,4,31,0.013944797
1978,4,32,0.01393884
1978,4,33,0.013934872
1978,4,34,0.013932285
1978,4,35,0.013930653
1978,4,36,0.013929671
1978,4,37,0.013929128
1978,4,38,0.013929128
1978,4,39,0.013929128
1978,4,40,0.013929128
1979,4,1,2.9554425e-11
1979,4,2,0.0034026199
1979,4,3,0.0066564867
1979,4,4,0.0105062085
1979,4,5,0.0074824281
1979,4,6,0.005076595
1979,4,7,0.005967315
1979,4,8,0.012366315
1979,4,9,0.022212271
1979,4,10,0.028744558
1979,4,11,0.029773404
1979,4,12,0.028033135
1979,4,13,0.025653927
1979,4,14,0.023504474
1979,4,15,0.021796129
1979,4,16,0.020505501
1979,4,17,0.019551298
1979,4,18,0.018852646
1979,4,19,0.018343599
1979,4,20,0.01797386
1979,4,21,0.017706026
1979,4,22,0.017512553
1979,4,23,0.017373227
1979,4,24,0.01727325
1979,4,25,0.017201792
1979,4,26,0.017150946
1979,4,27,0.017114951
1979,4,28,0.017089621
1979,4,29,0.017071915
1979,4,30,0.017059641
1979,4,31,0.017051218
1979,4,32,0.017045509
1979,4,33,0.017041705
1979,4,34,0.017039226
1979,4,35,0.017037659
1979,4,36,0.017036717
1979,4,37,0.017036196
1979,4,38,0.017036196
1979,4,39,0.017036196
1979,4,40,0.017036196
1980,4,1,4.0167054e-11
1980,4,2,0.005435019
1980,4,3,0.010223941
1980,4,4,0.016414839
1980,4,5,0.01240252
1980,4,6,0.008048247
1980,4,7,0.00834477
1980,4,8,0.015941468
1980,4,9,0.028059817
1980,4,10,0.036261495
1980,4,11,0.037736456
1980,4,12,0.035766722
1980,4,13,0.032951398
1980,4,14,0.030370129
1980,4,15,0.02830002
1980,4,16,0.026725755
1980,4,17,0.025555919
1980,4,18,0.024695976
1980,4,19,0.024067466
1980,4,20,0.023609855
1980,4,21,0.023277748
1980,4,22,0.023037495
1980,4,23,0.02286429
1980,4,24,0.02273989
1980,4,25,0.022650915
1980,4,26,0.022587573
1980,4,27,0.022542713
1980,4,28,0.022511133
1980,4,29,0.022489054
1980,4,30,0.022473746
1980,4,31,0.022463239
1980,4,32,0.022456117
1980,4,33,0.02245137
1980,4,34,0.022448277
1980,4,35,0.022446323
1980,4,36,0.022445148
1980,4,37,0.022444497
1980,4,38,0.022444497
1980,4,39,0.022444497
1980,4,40,0.022444497
1981,4,1,5.5342704e-11
1981,4,2,0.01405152
1981,4,3,0.024185133
1981,4,4,0.043132449
1981,4,5,0.040979133
1981,4,6,0.026391266
1981,4,7,0.018082151
1981,4,8,0.01932934
1981,4,9,0.026202306
1981,4,10,0.03083202
1981,4,11,0.030621354
1981,4,12,0.02810925
1981,4,13,0.025275497
1981,4,14,0.022870483
1981,4,15,0.021023954
1981,4,16,0.019661565
1981,4,17,0.018672044
1981,4,18,0.017957497
1981,4,19,0.017442544
1981,4,20,0.017071769
1981,4,21,0.016805052
1981,4,22,0.016613461
1981,4,23,0.016476112
1981,4,24,0.016377912
1981,4,25,0.016307933
1981,4,26,0.016258261
1981,4,27,0.016223169
1981,4,28,0.016198515
1981,4,29,0.016181309
1981,4,30,0.016169396
1981,4,31,0.016161231
1981,4,32,0.016155705
1981,4,33,0.016152025
1981,4,34,0.01614963
1981,4,35,0.01614812
1981,4,36,0.016147215
1981,4,37,0.016146714
1981,4,38,0.016146714
1981,4,39,0.016146714
1981,4,40,0.016146714
1982,4,1,8.462567e-11
1982,4,2,0.024315481
1982,4,3,0.041704273
1982,4,4,0.07392149
1982,4,5,0.07014495
1982,4,6,0.045274774
1982,4,7,0.029655244
1982,4,8,0.026920507
1982,4,9,0.031803665
1982,4,10,0.035904796
1982,4,11,0.036033989
1982,4,12,0.034085185
1982,4,13,0.031731127
1982,4,14,0.029659512
1982,4,15,0.028025425
1982,4,16,0.026793282
1982,4,17,0.025882446
1982,4,18,0.025215344
1982,4,19,0.024729156
1982,4,20,0.024375989
1982,4,21,0.024120184
1982,4,22,0.023935445
1982,4,23,0.023802459
1982,4,24,0.02370707
1982,4,25,0.023638921
1982,4,26,0.023590457
1982,4,27,0.023556165
1982,4,28,0.023532044
1982,4,29,0.023515194
1982,4,30,0.023503522
1982,4,31,0.023495516
1982,4,32,0.023490094
1982,4,33,0.023486484
1982,4,34,0.023484134
1982,4,35,0.023482654
1982,4,36,0.023481765
1982,4,37,0.023481274
1982,4,38,0.023481274
1982,4,39,0.023481274
1982,4,40,0.023481274
1983,4,1,9.867038e-11
1983,4,2,0.028488932
1983,4,3,0.0482804
1983,4,4,0.08601045
1983,4,5,0.08459298
1983,4,6,0.05716114
1983,4,7,0.038269137
1983,4,8,0.032506943
1983,4,9,0.034844692
1983,4,10,0.037773563
1983,4,11,0.038105415
1983,4,12,0.036941218
1983,4,13,0.035432763
1983,4,14,0.034078175
1983,4,15,0.033001044
1983,4,16,0.032185997
1983,4,17,0.031582429
1983,4,18,0.031139834
1983,4,19,0.03081688
1983,4,20,0.030581963
1983,4,21,0.030411538
1983,4,22,0.030288242
1983,4,23,0.030199321
1983,4,24,0.030135416
1983,4,25,0.030089671
1983,4,26,0.030057074
1983,4,27,0.030033963
1983,4,28,0.030017671
1983,4,29,0.030006266
1983,4,30,0.029998344
1983,4,31,0.029992897
1983,4,32,0.029989195
1983,4,33,0.029986719
1983,4,34,0.029985098
1983,4,35,0.029984068
1983,4,36,0.029983443
1983,4,37,0.02998309
1983,4,38,0.02998309
1983,4,39,0.02998309
1983,4,40,0.02998309
1984,4,1,1.2136073e-10
1984,4,2,0.040582551
1984,4,3,0.06860959
1984,4,4,0.12187046
1984,4,5,0.11655194
1984,4,6,0.07399729
1984,4,7,0.045524348
1984,4,8,0.034993198
1984,4,9,0.034730775
1984,4,10,0.035959185
1984,4,11,0.035083001
1984,4,12,0.033047737
1984,4,13,0.030911804
1984,4,14,0.029104881
1984,4,15,0.02770098
1984,4,16,0.026649588
1984,4,17,0.025875159
1984,4,18,0.025309276
1984,4,19,0.024897607
1984,4,20,0.024599052
1984,4,21,0.024383134
1984,4,22,0.024227427
1984,4,23,0.024115497
1984,4,24,0.024035318
1984,4,25,0.023978108
1984,4,26,0.023937472
1984,4,27,0.023908753
1984,4,28,0.023888575
1984,4,29,0.023874495
1984,4,30,0.023864754
1984,4,31,0.02385808
1984,4,32,0.023853569
1984,4,33,0.023850569
1984,4,34,0.023848621
1984,4,35,0.023847396
1984,4,36,0.023846667
1984,4,37,0.023846267
1984,4,38,0.023846267
1984,4,39,0.023846267
1984,4,40,0.023846267
1985,4,1,7.27879e-11
1985,4,2,0.019619345
1985,4,3,0.034242735
1985,4,4,0.06139585
1985,4,5,0.0588048
1985,4,6,0.038875588
1985,4,7,0.026116127
1985,4,8,0.023997436
